ID_Cliente,Nome_Cliente,id_estado,sigla,estado,regiao,ID_Venda,Data,SKU_Produto,Categoria,Nome_Produto,Quantidade,Preco,valor_venda,Canal
273,Júlia Costela,21,RS,Rio Grande do Sul,Sul,531,2023-03-06,SKU-47220,Roupas,Tênis Esportivo,1,164.48,164.48,Online
273,Júlia Costela,21,RS,Rio Grande do Sul,Sul,672,2023-11-10,SKU-11521,Brinquedos,Boneca,1,142.37,142.37,Online
273,Júlia Costela,21,RS,Rio Grande do Sul,Sul,788,2023-09-06,SKU-30676,Brinquedos,Urso de Pelúcia,5,93.4,467.0,Online
273,Júlia Costela,21,RS,Rio Grande do Sul,Sul,906,2023-12-27,SKU-10889,Eletrônicos,Câmera Digital,7,5602.01,39214.07,Online
274,Augusto Ramos,10,MA,Maranhão,Nordeste,286,2023-05-18,SKU-10889,Eletrônicos,Câmera Digital,3,5602.01,16806.03,Online
275,Isabel das Neves,19,RJ,Rio de Janeiro,Sudeste,38,2023-04-23,SKU-68873,Casa,Cafeteira Elétrica,6,750.7,4504.200000000001,Online
275,Isabel das Neves,19,RJ,Rio de Janeiro,Sudeste,216,2023-03-26,SKU-36297,Roupas,Jaqueta de Couro,8,1959.53,15676.24,Online
275,Isabel das Neves,19,RJ,Rio de Janeiro,Sudeste,724,2023-12-21,SKU-26460,Casa,Almofada Decorativa,1,73.62,73.62,Online
277,Sra. Yasmin Pinto,13,MG,Minas Gerais,Sudeste,524,2023-02-28,SKU-56131,Roupas,Shorts de Verão,7,112.14,784.98,Loja Física
277,Sra. Yasmin Pinto,13,MG,Minas Gerais,Sudeste,719,2023-04-27,SKU-19290,Esporte,Bola de Futebol,3,184.44,553.3199999999999,Loja Física
278,Guilherme da Rocha,17,PE,Pernambuco,Nordeste,443,2023-02-20,SKU-28878,Roupas,Calça Jeans,4,123.17,492.68,Loja Física
279,Sr. Luiz Felipe Teixeira,6,CE,Ceará,Nordeste,237,2023-01-10,SKU-30676,Brinquedos,Urso de Pelúcia,10,93.4,934.0,Loja Física
279,Sr. Luiz Felipe Teixeira,6,CE,Ceará,Nordeste,339,2023-09-17,SKU-31191,Esporte,Esteira Elétrica,3,1862.8,5588.4,Loja Física
279,Sr. Luiz Felipe Teixeira,6,CE,Ceará,Nordeste,654,2023-10-06,SKU-19290,Esporte,Bola de Futebol,6,184.44,1106.6399999999999,Loja Física
280,Srta. Júlia Cunha,18,PI,Piauí,Nordeste,595,2023-10-12,SKU-30676,Brinquedos,Urso de Pelúcia,2,93.4,186.8,Online
280,Srta. Júlia Cunha,18,PI,Piauí,Nordeste,758,2023-01-15,SKU-37178,Eletrônicos,Carregador Portátil,4,53.67,214.68,Online
280,Srta. Júlia Cunha,18,PI,Piauí,Nordeste,763,2023-04-19,SKU-74214,Casa,Conjunto de Panelas,9,634.4,5709.599999999999,Online
280,Srta. Júlia Cunha,18,PI,Piauí,Nordeste,853,2023-01-31,SKU-94109,Brinquedos,Kit de Cozinha Infantil,6,136.43,818.58,Online
280,Srta. Júlia Cunha,18,PI,Piauí,Nordeste,892,2023-04-05,SKU-54960,Eletrônicos,Fone de Ouvido Bluetooth,3,128.9,386.70000000000005,Online
280,Srta. Júlia Cunha,18,PI,Piauí,Nordeste,903,2023-06-25,SKU-20568,Eletrônicos,Roteador Wi-Fi,4,491.41,1965.64,Online
281,Luna Rodrigues,5,BA,Bahia,Nordeste,735,2023-05-12,SKU-25929,Esporte,Mochila de Hidratação,3,295.55,886.6500000000001,Loja Física
281,Luna Rodrigues,5,BA,Bahia,Nordeste,767,2023-01-07,SKU-97371,Esporte,Patins,9,237.06,2133.54,Loja Física
281,Luna Rodrigues,5,BA,Bahia,Nordeste,945,2023-08-18,SKU-28878,Roupas,Calça Jeans,6,123.17,739.02,Loja Física
282,Luiz Henrique Jesus,2,AL,Alagoas,Nordeste,209,2023-08-05,SKU-56131,Roupas,Shorts de Verão,2,112.14,224.28,Loja Física
282,Luiz Henrique Jesus,2,AL,Alagoas,Nordeste,721,2023-04-23,SKU-10344,Brinquedos,Brinquedo Educativo,10,79.47,794.7,Loja Física
282,Luiz Henrique Jesus,2,AL,Alagoas,Nordeste,898,2023-03-03,SKU-69331,Casa,Organizador de Gavetas,2,136.47,272.94,Loja Física
282,Luiz Henrique Jesus,2,AL,Alagoas,Nordeste,914,2023-03-05,SKU-21352,Roupas,Saia Midi,4,123.24,492.96,Loja Física
283,Emilly Castro,18,PI,Piauí,Nordeste,119,2023-01-10,SKU-28878,Roupas,Calça Jeans,3,123.17,369.51,Online
283,Emilly Castro,18,PI,Piauí,Nordeste,334,2023-07-04,SKU-21352,Roupas,Saia Midi,6,123.24,739.4399999999999,Online
283,Emilly Castro,18,PI,Piauí,Nordeste,504,2023-12-14,SKU-37178,Eletrônicos,Carregador Portátil,8,53.67,429.36,Online
284,Gabriela Farias,3,AP,Amapá,Norte,1,2023-08-07,SKU-73390,Casa,Luminária de Mesa,5,35.83,179.14999999999998,Online
284,Gabriela Farias,3,AP,Amapá,Norte,113,2023-03-11,SKU-30676,Brinquedos,Urso de Pelúcia,2,93.4,186.8,Online
284,Gabriela Farias,3,AP,Amapá,Norte,133,2023-10-28,SKU-47220,Roupas,Tênis Esportivo,8,164.48,1315.84,Online
284,Gabriela Farias,3,AP,Amapá,Norte,661,2023-01-06,SKU-21352,Roupas,Saia Midi,1,123.24,123.24,Online
285,Lorenzo das Neves,17,PE,Pernambuco,Nordeste,2,2023-04-01,SKU-72688,Eletrônicos,Smartphone,5,2718.36,13591.800000000001,Loja Física
286,João Vitor Moreira,1,AC,Acre,Norte,17,2023-11-23,SKU-26460,Casa,Almofada Decorativa,7,73.62,515.34,Loja Física
286,João Vitor Moreira,1,AC,Acre,Norte,81,2023-07-06,SKU-25095,Brinquedos,Jogo de Tabuleiro,5,190.34,951.7,Loja Física
286,João Vitor Moreira,1,AC,Acre,Norte,614,2023-08-12,SKU-35933,Esporte,Halteres de Academia,2,249.82,499.64,Loja Física
286,João Vitor Moreira,1,AC,Acre,Norte,845,2023-04-21,SKU-74214,Casa,Conjunto de Panelas,9,634.4,5709.599999999999,Loja Física
286,João Vitor Moreira,1,AC,Acre,Norte,897,2023-11-26,SKU-54960,Eletrônicos,Fone de Ouvido Bluetooth,8,128.9,1031.2,Loja Física
287,Sr. Vinicius Lopes,19,RJ,Rio de Janeiro,Sudeste,606,2023-10-23,SKU-74214,Casa,Conjunto de Panelas,4,634.4,2537.6,Loja Física
287,Sr. Vinicius Lopes,19,RJ,Rio de Janeiro,Sudeste,876,2023-09-05,SKU-46571,Roupas,Camisa Social,7,166.94,1168.58,Loja Física
288,Igor Freitas,11,MT,Mato Grosso,Centro-Oeste,402,2023-02-19,SKU-47207,Esporte,Bicicleta Mountain Bike,9,1671.59,15044.31,Loja Física
289,Yuri Araújo,14,PA,Pará,Norte,231,2023-01-15,SKU-19290,Esporte,Bola de Futebol,7,184.44,1291.08,Online
289,Yuri Araújo,14,PA,Pará,Norte,577,2023-02-07,SKU-31191,Esporte,Esteira Elétrica,4,1862.8,7451.2,Online
289,Yuri Araújo,14,PA,Pará,Norte,834,2023-05-26,SKU-47220,Roupas,Tênis Esportivo,2,164.48,328.96,Online
289,Yuri Araújo,14,PA,Pará,Norte,841,2023-06-14,SKU-26147,Esporte,Skate,3,157.01,471.03,Online
290,João Gabriel Mendes,16,PR,Paraná,Sul,405,2023-04-19,SKU-31191,Esporte,Esteira Elétrica,9,1862.8,16765.2,Online
291,Yasmin da Mota,21,RS,Rio Grande do Sul,Sul,147,2023-08-07,SKU-37178,Eletrônicos,Carregador Portátil,9,53.67,483.03000000000003,Online
291,Yasmin da Mota,21,RS,Rio Grande do Sul,Sul,495,2023-05-01,SKU-92162,Eletrônicos,Alto-falante Bluetooth,4,1198.31,4793.24,Online
292,Yasmin Costela,21,RS,Rio Grande do Sul,Sul,151,2023-07-18,SKU-99850,Roupas,Vestido Feminino,1,354.77,354.77,Online
292,Yasmin Costela,21,RS,Rio Grande do Sul,Sul,819,2023-06-08,SKU-36297,Roupas,Jaqueta de Couro,3,1959.53,5878.59,Online
294,Arthur Silveira,22,RO,Rondônia,Norte,11,2023-08-30,SKU-59806,Casa,Jogo de Lençol,1,498.24,498.24,Online
295,Dr. Lucas Gabriel Aragão,2,AL,Alagoas,Nordeste,185,2023-06-04,SKU-20895,Casa,Espelho de Parede,5,226.92,1134.6,Online
296,Sra. Fernanda Gomes,8,ES,Espírito Santo,Sudeste,871,2023-12-23,SKU-28878,Roupas,Calça Jeans,6,123.17,739.02,Loja Física
298,Lucas Jesus,7,DF,Distrito Federal,Centro-Oeste,407,2023-06-22,SKU-37873,Casa,Ventilador de Mesa,2,270.78,541.56,Online
298,Lucas Jesus,7,DF,Distrito Federal,Centro-Oeste,447,2023-04-25,SKU-59806,Casa,Jogo de Lençol,4,498.24,1992.96,Online
299,Bárbara Rocha,4,AM,Amazonas,Norte,744,2023-01-15,SKU-54960,Eletrônicos,Fone de Ouvido Bluetooth,2,128.9,257.8,Loja Física
300,Milena Novaes,25,SP,São Paulo,Sudeste,535,2023-07-20,SKU-72849,Casa,Cortina Blackout,9,234.54,2110.86,Loja Física
300,Milena Novaes,25,SP,São Paulo,Sudeste,943,2023-08-02,SKU-92162,Eletrônicos,Alto-falante Bluetooth,3,1198.31,3594.93,Loja Física
301,Maria Luiza Cardoso,4,AM,Amazonas,Norte,436,2023-10-06,SKU-56131,Roupas,Shorts de Verão,6,112.14,672.84,Online
302,André Nogueira,9,GO,Goiás,Centro-Oeste,69,2023-11-30,SKU-72849,Casa,Cortina Blackout,7,234.54,1641.78,Online
302,André Nogueira,9,GO,Goiás,Centro-Oeste,484,2023-07-02,SKU-30676,Brinquedos,Urso de Pelúcia,10,93.4,934.0,Online
302,André Nogueira,9,GO,Goiás,Centro-Oeste,554,2023-01-20,SKU-92162,Eletrônicos,Alto-falante Bluetooth,7,1198.31,8388.17,Online
302,André Nogueira,9,GO,Goiás,Centro-Oeste,622,2023-05-12,SKU-92162,Eletrônicos,Alto-falante Bluetooth,3,1198.31,3594.93,Online
303,Lorena da Cruz,9,GO,Goiás,Centro-Oeste,268,2023-02-08,SKU-50055,Esporte,Luva de Boxe,3,98.09,294.27,Online
303,Lorena da Cruz,9,GO,Goiás,Centro-Oeste,350,2023-04-27,SKU-25929,Esporte,Mochila de Hidratação,7,295.55,2068.85,Online
304,Maria Fernanda Sales,20,RN,Rio Grande do Norte,Nordeste,78,2023-04-14,SKU-37873,Casa,Ventilador de Mesa,7,270.78,1895.4599999999998,Loja Física
305,Isadora Nascimento,10,MA,Maranhão,Nordeste,49,2023-03-22,SKU-37873,Casa,Ventilador de Mesa,3,270.78,812.3399999999999,Online
305,Isadora Nascimento,10,MA,Maranhão,Nordeste,98,2023-09-30,SKU-67575,Esporte,Raquete de Tênis,1,379.94,379.94,Online
305,Isadora Nascimento,10,MA,Maranhão,Nordeste,307,2023-04-14,SKU-72688,Eletrônicos,Smartphone,7,2718.36,19028.52,Online
306,Pedro Santos,10,MA,Maranhão,Nordeste,128,2023-10-21,SKU-67575,Esporte,Raquete de Tênis,2,379.94,759.88,Online
307,Vicente Rodrigues,5,BA,Bahia,Nordeste,555,2023-04-12,SKU-49210,Eletrônicos,Tablet,2,715.28,1430.56,Online
307,Vicente Rodrigues,5,BA,Bahia,Nordeste,825,2023-10-04,SKU-59806,Casa,Jogo de Lençol,5,498.24,2491.2,Online
309,Gabriela da Cunha,26,SE,Sergipe,Nordeste,323,2023-06-28,SKU-68595,Roupas,Camiseta Masculina,9,47.57,428.13,Online
309,Gabriela da Cunha,26,SE,Sergipe,Nordeste,766,2023-08-24,SKU-37178,Eletrônicos,Carregador Portátil,10,53.67,536.7,Online
310,Maria Luiza Freitas,18,PI,Piauí,Nordeste,238,2023-11-18,SKU-36297,Roupas,Jaqueta de Couro,9,1959.53,17635.77,Loja Física
310,Maria Luiza Freitas,18,PI,Piauí,Nordeste,478,2023-04-22,SKU-25929,Esporte,Mochila de Hidratação,2,295.55,591.1,Loja Física
310,Maria Luiza Freitas,18,PI,Piauí,Nordeste,934,2023-12-01,SKU-47220,Roupas,Tênis Esportivo,6,164.48,986.8799999999999,Loja Física
312,Vitor Caldeira,13,MG,Minas Gerais,Sudeste,177,2023-09-07,SKU-94109,Brinquedos,Kit de Cozinha Infantil,8,136.43,1091.44,Online
312,Vitor Caldeira,13,MG,Minas Gerais,Sudeste,950,2023-02-28,SKU-69331,Casa,Organizador de Gavetas,1,136.47,136.47,Online
314,Julia Ribeiro,17,PE,Pernambuco,Nordeste,277,2023-11-11,SKU-46571,Roupas,Camisa Social,7,166.94,1168.58,Loja Física
314,Julia Ribeiro,17,PE,Pernambuco,Nordeste,752,2023-02-26,SKU-42823,Eletrônicos,TV LED,4,4350.2,17400.8,Loja Física
315,Lorenzo Nogueira,25,SP,São Paulo,Sudeste,676,2023-03-15,SKU-36297,Roupas,Jaqueta de Couro,6,1959.53,11757.18,Loja Física
315,Lorenzo Nogueira,25,SP,São Paulo,Sudeste,884,2023-07-24,SKU-21352,Roupas,Saia Midi,9,123.24,1109.1599999999999,Loja Física
316,Ian Barbosa,12,MS,Mato Grosso do Sul,Centro-Oeste,101,2023-11-24,SKU-30676,Brinquedos,Urso de Pelúcia,2,93.4,186.8,Loja Física
316,Ian Barbosa,12,MS,Mato Grosso do Sul,Centro-Oeste,493,2023-12-13,SKU-37873,Casa,Ventilador de Mesa,1,270.78,270.78,Loja Física
317,Sr. Rafael Costela,21,RS,Rio Grande do Sul,Sul,165,2023-03-27,SKU-35933,Esporte,Halteres de Academia,4,249.82,999.28,Online
317,Sr. Rafael Costela,21,RS,Rio Grande do Sul,Sul,540,2023-01-10,SKU-46571,Roupas,Camisa Social,2,166.94,333.88,Online
317,Sr. Rafael Costela,21,RS,Rio Grande do Sul,Sul,698,2023-04-09,SKU-22668,Brinquedos,Carrinho de Controle Remoto,2,273.79,547.58,Online
318,João Guilherme Ramos,20,RN,Rio Grande do Norte,Nordeste,796,2023-04-12,SKU-72849,Casa,Cortina Blackout,2,234.54,469.08,Online
319,Pietra Moura,27,TO,Tocantins,Norte,397,2023-04-27,SKU-42823,Eletrônicos,TV LED,7,4350.2,30451.399999999998,Loja Física
319,Pietra Moura,27,TO,Tocantins,Norte,995,2023-02-20,SKU-92162,Eletrônicos,Alto-falante Bluetooth,8,1198.31,9586.48,Loja Física
320,Lorenzo da Costa,4,AM,Amazonas,Norte,270,2023-01-19,SKU-54960,Eletrônicos,Fone de Ouvido Bluetooth,6,128.9,773.4000000000001,Online
320,Lorenzo da Costa,4,AM,Amazonas,Norte,580,2023-01-19,SKU-37178,Eletrônicos,Carregador Portátil,6,53.67,322.02,Online
321,Dr. Luiz Fernando da Mata,15,PB,Paraíba,Nordeste,145,2023-10-27,SKU-72688,Eletrônicos,Smartphone,10,2718.36,27183.600000000002,Online
321,Dr. Luiz Fernando da Mata,15,PB,Paraíba,Nordeste,731,2023-09-29,SKU-26460,Casa,Almofada Decorativa,9,73.62,662.58,Online
322,Caroline Caldeira,27,TO,Tocantins,Norte,792,2023-10-08,SKU-77662,Esporte,Tapete de Yoga,8,80.11,640.88,Online
322,Caroline Caldeira,27,TO,Tocantins,Norte,893,2023-04-04,SKU-20568,Eletrônicos,Roteador Wi-Fi,6,491.41,2948.46,Online
323,Dra. Carolina Lopes,7,DF,Distrito Federal,Centro-Oeste,167,2023-12-14,SKU-54960,Eletrônicos,Fone de Ouvido Bluetooth,3,128.9,386.70000000000005,Online
323,Dra. Carolina Lopes,7,DF,Distrito Federal,Centro-Oeste,641,2023-06-30,SKU-47207,Esporte,Bicicleta Mountain Bike,8,1671.59,13372.72,Online
325,Murilo Alves,15,PB,Paraíba,Nordeste,207,2023-05-17,SKU-25095,Brinquedos,Jogo de Tabuleiro,8,190.34,1522.72,Loja Física
325,Murilo Alves,15,PB,Paraíba,Nordeste,673,2023-02-13,SKU-30676,Brinquedos,Urso de Pelúcia,1,93.4,93.4,Loja Física
325,Murilo Alves,15,PB,Paraíba,Nordeste,806,2023-06-14,SKU-49210,Eletrônicos,Tablet,5,715.28,3576.3999999999996,Loja Física
326,Laís Farias,3,AP,Amapá,Norte,221,2023-04-16,SKU-20568,Eletrônicos,Roteador Wi-Fi,6,491.41,2948.46,Loja Física
326,Laís Farias,3,AP,Amapá,Norte,280,2023-12-30,SKU-47207,Esporte,Bicicleta Mountain Bike,7,1671.59,11701.13,Loja Física
327,Alexia Monteiro,4,AM,Amazonas,Norte,358,2023-09-14,SKU-11521,Brinquedos,Boneca,3,142.37,427.11,Loja Física
328,Cauê Rocha,10,MA,Maranhão,Nordeste,64,2023-05-27,SKU-69331,Casa,Organizador de Gavetas,9,136.47,1228.23,Loja Física
329,Rodrigo Caldeira,18,PI,Piauí,Nordeste,575,2023-04-09,SKU-94109,Brinquedos,Kit de Cozinha Infantil,9,136.43,1227.8700000000001,Online
330,Isabel da Cunha,16,PR,Paraná,Sul,91,2023-12-07,SKU-36297,Roupas,Jaqueta de Couro,3,1959.53,5878.59,Loja Física
330,Isabel da Cunha,16,PR,Paraná,Sul,103,2023-07-22,SKU-35933,Esporte,Halteres de Academia,3,249.82,749.46,Loja Física
330,Isabel da Cunha,16,PR,Paraná,Sul,219,2023-10-01,SKU-77662,Esporte,Tapete de Yoga,7,80.11,560.77,Loja Física
331,Ryan Campos,4,AM,Amazonas,Norte,450,2023-02-18,SKU-50582,Eletrônicos,Laptop,9,4526.6,40739.4,Loja Física
331,Ryan Campos,4,AM,Amazonas,Norte,694,2023-12-01,SKU-36297,Roupas,Jaqueta de Couro,10,1959.53,19595.3,Loja Física
333,Sra. Larissa da Rosa,8,ES,Espírito Santo,Sudeste,120,2023-12-13,SKU-56364,Casa,Conjunto de Talheres,3,68.89,206.67000000000002,Loja Física
333,Sra. Larissa da Rosa,8,ES,Espírito Santo,Sudeste,137,2023-04-29,SKU-46571,Roupas,Camisa Social,2,166.94,333.88,Loja Física
333,Sra. Larissa da Rosa,8,ES,Espírito Santo,Sudeste,984,2023-02-11,SKU-72849,Casa,Cortina Blackout,1,234.54,234.54,Loja Física
334,Noah da Costa,20,RN,Rio Grande do Norte,Nordeste,701,2023-05-30,SKU-50055,Esporte,Luva de Boxe,2,98.09,196.18,Online
335,Amanda Farias,15,PB,Paraíba,Nordeste,321,2023-04-20,SKU-30274,Brinquedos,Kit de Desenho,5,148.7,743.5,Online
335,Amanda Farias,15,PB,Paraíba,Nordeste,711,2023-06-17,SKU-97371,Esporte,Patins,2,237.06,474.12,Online
335,Amanda Farias,15,PB,Paraíba,Nordeste,991,2023-07-07,SKU-50055,Esporte,Luva de Boxe,8,98.09,784.72,Online
336,Isabel Rocha,17,PE,Pernambuco,Nordeste,89,2023-11-08,SKU-72688,Eletrônicos,Smartphone,7,2718.36,19028.52,Online
336,Isabel Rocha,17,PE,Pernambuco,Nordeste,732,2023-09-04,SKU-28878,Roupas,Calça Jeans,1,123.17,123.17,Online
336,Isabel Rocha,17,PE,Pernambuco,Nordeste,883,2023-01-09,SKU-10889,Eletrônicos,Câmera Digital,8,5602.01,44816.08,Online
338,Thiago Nogueira,5,BA,Bahia,Nordeste,36,2023-08-09,SKU-86759,Eletrônicos,Smartwatch,4,185.34,741.36,Loja Física
339,Cauê Barbosa,1,AC,Acre,Norte,62,2023-01-15,SKU-19189,Brinquedos,Blocos de Montar,10,167.64,1676.3999999999999,Loja Física
339,Cauê Barbosa,1,AC,Acre,Norte,300,2023-11-12,SKU-19189,Brinquedos,Blocos de Montar,5,167.64,838.1999999999999,Loja Física
339,Cauê Barbosa,1,AC,Acre,Norte,468,2023-04-25,SKU-30676,Brinquedos,Urso de Pelúcia,4,93.4,373.6,Loja Física
339,Cauê Barbosa,1,AC,Acre,Norte,587,2023-11-04,SKU-77662,Esporte,Tapete de Yoga,6,80.11,480.65999999999997,Loja Física
340,Catarina Silveira,25,SP,São Paulo,Sudeste,517,2023-02-17,SKU-50582,Eletrônicos,Laptop,7,4526.6,31686.200000000004,Online
341,Maria Sophia Jesus,24,SC,Santa Catarina,Sul,162,2023-01-21,SKU-72849,Casa,Cortina Blackout,10,234.54,2345.4,Online
341,Maria Sophia Jesus,24,SC,Santa Catarina,Sul,536,2023-04-15,SKU-47220,Roupas,Tênis Esportivo,3,164.48,493.43999999999994,Online
341,Maria Sophia Jesus,24,SC,Santa Catarina,Sul,576,2023-03-29,SKU-10889,Eletrônicos,Câmera Digital,6,5602.01,33612.06,Online
341,Maria Sophia Jesus,24,SC,Santa Catarina,Sul,692,2023-11-18,SKU-92162,Eletrônicos,Alto-falante Bluetooth,1,1198.31,1198.31,Online
342,Dra. Emanuelly Moraes,2,AL,Alagoas,Nordeste,134,2023-02-20,SKU-47220,Roupas,Tênis Esportivo,1,164.48,164.48,Loja Física
342,Dra. Emanuelly Moraes,2,AL,Alagoas,Nordeste,338,2023-11-10,SKU-99850,Roupas,Vestido Feminino,1,354.77,354.77,Loja Física
342,Dra. Emanuelly Moraes,2,AL,Alagoas,Nordeste,354,2023-01-29,SKU-19290,Esporte,Bola de Futebol,1,184.44,184.44,Loja Física
342,Dra. Emanuelly Moraes,2,AL,Alagoas,Nordeste,550,2023-06-17,SKU-73390,Casa,Luminária de Mesa,6,35.83,214.98,Loja Física
342,Dra. Emanuelly Moraes,2,AL,Alagoas,Nordeste,687,2023-12-01,SKU-28878,Roupas,Calça Jeans,6,123.17,739.02,Loja Física
343,Vitória da Rocha,4,AM,Amazonas,Norte,214,2023-06-24,SKU-26147,Esporte,Skate,7,157.01,1099.07,Loja Física
344,Juliana da Cunha,1,AC,Acre,Norte,24,2023-02-09,SKU-19189,Brinquedos,Blocos de Montar,10,167.64,1676.3999999999999,Loja Física
344,Juliana da Cunha,1,AC,Acre,Norte,152,2023-03-12,SKU-59736,Roupas,Blusa de Moletom,3,154.46,463.38,Loja Física
344,Juliana da Cunha,1,AC,Acre,Norte,476,2023-01-02,SKU-36297,Roupas,Jaqueta de Couro,1,1959.53,1959.53,Loja Física
344,Juliana da Cunha,1,AC,Acre,Norte,666,2023-07-13,SKU-67575,Esporte,Raquete de Tênis,4,379.94,1519.76,Loja Física
344,Juliana da Cunha,1,AC,Acre,Norte,712,2023-03-10,SKU-30274,Brinquedos,Kit de Desenho,6,148.7,892.1999999999999,Loja Física
345,Sr. Emanuel Melo,18,PI,Piauí,Nordeste,466,2023-06-07,SKU-69331,Casa,Organizador de Gavetas,1,136.47,136.47,Online
345,Sr. Emanuel Melo,18,PI,Piauí,Nordeste,616,2023-05-21,SKU-30676,Brinquedos,Urso de Pelúcia,3,93.4,280.20000000000005,Online
345,Sr. Emanuel Melo,18,PI,Piauí,Nordeste,827,2023-06-26,SKU-37873,Casa,Ventilador de Mesa,1,270.78,270.78,Online
346,Luiz Felipe Alves,17,PE,Pernambuco,Nordeste,881,2023-10-26,SKU-53822,Brinquedos,Quebra-cabeça,2,122.47,244.94,Loja Física
347,Thomas Cardoso,14,PA,Pará,Norte,172,2023-02-23,SKU-37873,Casa,Ventilador de Mesa,2,270.78,541.56,Loja Física
347,Thomas Cardoso,14,PA,Pará,Norte,628,2023-01-25,SKU-86759,Eletrônicos,Smartwatch,9,185.34,1668.06,Loja Física
348,Ana Beatriz Gomes,6,CE,Ceará,Nordeste,276,2023-09-04,SKU-26147,Esporte,Skate,7,157.01,1099.07,Online
348,Ana Beatriz Gomes,6,CE,Ceará,Nordeste,379,2023-07-26,SKU-35933,Esporte,Halteres de Academia,7,249.82,1748.74,Online
349,João Vitor Gonçalves,19,RJ,Rio de Janeiro,Sudeste,541,2023-07-01,SKU-10344,Brinquedos,Brinquedo Educativo,5,79.47,397.35,Online
350,Luiz Henrique Sales,19,RJ,Rio de Janeiro,Sudeste,811,2023-09-05,SKU-56364,Casa,Conjunto de Talheres,9,68.89,620.01,Online
350,Luiz Henrique Sales,19,RJ,Rio de Janeiro,Sudeste,813,2023-08-10,SKU-77662,Esporte,Tapete de Yoga,4,80.11,320.44,Online
351,Thales Melo,5,BA,Bahia,Nordeste,43,2023-04-27,SKU-22668,Brinquedos,Carrinho de Controle Remoto,8,273.79,2190.32,Loja Física
351,Thales Melo,5,BA,Bahia,Nordeste,717,2023-01-29,SKU-79560,Brinquedos,Patinete Infantil,10,131.58,1315.8000000000002,Loja Física
352,Nicolas Moura,8,ES,Espírito Santo,Sudeste,279,2023-03-19,SKU-54960,Eletrônicos,Fone de Ouvido Bluetooth,8,128.9,1031.2,Loja Física
352,Nicolas Moura,8,ES,Espírito Santo,Sudeste,652,2023-09-30,SKU-50055,Esporte,Luva de Boxe,3,98.09,294.27,Loja Física
353,Ana Lívia da Costa,10,MA,Maranhão,Nordeste,617,2023-06-24,SKU-21352,Roupas,Saia Midi,9,123.24,1109.1599999999999,Loja Física
353,Ana Lívia da Costa,10,MA,Maranhão,Nordeste,947,2023-02-05,SKU-30274,Brinquedos,Kit de Desenho,6,148.7,892.1999999999999,Loja Física
355,Natália Gomes,24,SC,Santa Catarina,Sul,816,2023-10-07,SKU-53822,Brinquedos,Quebra-cabeça,4,122.47,489.88,Loja Física
357,Alexia da Rocha,3,AP,Amapá,Norte,512,2023-11-23,SKU-25095,Brinquedos,Jogo de Tabuleiro,1,190.34,190.34,Loja Física
357,Alexia da Rocha,3,AP,Amapá,Norte,749,2023-05-18,SKU-79560,Brinquedos,Patinete Infantil,7,131.58,921.0600000000001,Loja Física
357,Alexia da Rocha,3,AP,Amapá,Norte,933,2023-07-05,SKU-72849,Casa,Cortina Blackout,4,234.54,938.16,Loja Física
358,Agatha Moraes,14,PA,Pará,Norte,327,2023-06-25,SKU-37178,Eletrônicos,Carregador Portátil,5,53.67,268.35,Online
359,Luiza Duarte,20,RN,Rio Grande do Norte,Nordeste,88,2023-01-14,SKU-11521,Brinquedos,Boneca,4,142.37,569.48,Online
359,Luiza Duarte,20,RN,Rio Grande do Norte,Nordeste,865,2023-06-15,SKU-50582,Eletrônicos,Laptop,3,4526.6,13579.800000000001,Online
359,Luiza Duarte,20,RN,Rio Grande do Norte,Nordeste,925,2023-06-07,SKU-10889,Eletrônicos,Câmera Digital,9,5602.01,50418.090000000004,Online
359,Luiza Duarte,20,RN,Rio Grande do Norte,Nordeste,949,2023-01-19,SKU-35933,Esporte,Halteres de Academia,6,249.82,1498.92,Online
360,Augusto da Cruz,12,MS,Mato Grosso do Sul,Centro-Oeste,382,2023-07-24,SKU-94109,Brinquedos,Kit de Cozinha Infantil,10,136.43,1364.3000000000002,Loja Física
360,Augusto da Cruz,12,MS,Mato Grosso do Sul,Centro-Oeste,470,2023-08-27,SKU-21352,Roupas,Saia Midi,1,123.24,123.24,Loja Física
361,Manuela Cavalcanti,1,AC,Acre,Norte,598,2023-06-18,SKU-37178,Eletrônicos,Carregador Portátil,3,53.67,161.01,Loja Física
362,Enzo Gabriel Rezende,8,ES,Espírito Santo,Sudeste,842,2023-02-14,SKU-19189,Brinquedos,Blocos de Montar,8,167.64,1341.12,Loja Física
363,Noah Duarte,18,PI,Piauí,Nordeste,847,2023-06-27,SKU-47220,Roupas,Tênis Esportivo,5,164.48,822.4,Loja Física
364,Rebeca Mendes,27,TO,Tocantins,Norte,26,2023-08-20,SKU-19290,Esporte,Bola de Futebol,3,184.44,553.3199999999999,Online
364,Rebeca Mendes,27,TO,Tocantins,Norte,264,2023-06-04,SKU-20895,Casa,Espelho de Parede,6,226.92,1361.52,Online
364,Rebeca Mendes,27,TO,Tocantins,Norte,982,2023-08-23,SKU-67575,Esporte,Raquete de Tênis,5,379.94,1899.7,Online
365,Juan Porto,12,MS,Mato Grosso do Sul,Centro-Oeste,283,2023-05-20,SKU-68595,Roupas,Camiseta Masculina,6,47.57,285.42,Online
